0.0,0.0
1.0,89.0
1.0,37.6
0.0,0.0
0.0,0.0
0.0,0.0
1.0,63.3
0.0,0.0
1.0,518.4
0.0,0.0
1.0,29.2
1.0,42.3
1.0,36.9
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,88.8
1.0,35.0
1.0,18.5
0.0,0.0
1.0,27.1
0.0,0.0
0.0,0.0
0.0,0.0
1.0,37.1
0.0,0.0
0.0,0.0
1.0,32.6
1.0,72.6
1.0,205.9
0.0,0.0
1.0,20.7
1.0,38.4
1.0,127.8
1.0,77.0
1.0,36.4
0.0,0.0
1.0,27.6
0.0,0.0
0.0,0.0
1.0,33.3
0.0,0.0
1.0,51.4
0.0,0.0
0.0,0.0
0.0,0.0
1.0,38.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,61.4
0.0,0.0
0.0,0.0
0.0,0.0
1.0,26.4
0.0,0.0
1.0,34.2
0.0,0.0
1.0,238.7
1.0,46.2
1.0,334.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,47.7
1.0,44.8
0.0,0.0
1.0,48.3
1.0,20.3
1.0,246.4
0.0,0.0
0.0,0.0
1.0,139.0
1.0,121.3
0.0,0.0
1.0,54.5
0.0,0.0
1.0,87.7
1.0,30.9
1.0,36.4
0.0,0.0
1.0,34.7
0.0,0.0
1.0,36.1
1.0,31.7
1.0,93.6
0.0,0.0
1.0,33.0
1.0,19.7
0.0,0.0
1.0,17.9
1.0,21.5
0.0,0.0
0.0,0.0
1.0,165.8
0.0,0.0
1.0,35.2
0.0,0.0
1.0,20.5
0.0,0.0
0.0,0.0
0.0,0.0
1.0,23.9
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,60.7
0.0,0.0
0.0,0.0
1.0,82.1
0.0,0.0
1.0,125.2
0.0,0.0
0.0,0.0
1.0,24.0
1.0,108.2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,21.8
1.0,34.2
0.0,0.0
1.0,105.3
1.0,64.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,46.1
1.0,161.2
1.0,40.8
0.0,0.0
1.0,32.4
1.0,300.8
0.0,0.0
1.0,41.1
0.0,0.0
1.0,22.7
1.0,17.7
1.0,108.7
0.0,0.0
0.0,0.0
1.0,42.0
1.0,90.6
0.0,0.0
0.0,0.0
1.0,26.5
1.0,136.8
0.0,0.0
0.0,0.0
0.0,0.0
1.0,111.2
1.0,31.9
0.0,0.0
0.0,0.0
1.0,151.6
1.0,22.6
1.0,537.1
0.0,0.0
0.0,0.0
0.0,0.0
1.0,113.0
0.0,0.0
1.0,210.8
1.0,61.1
1.0,24.2
1.0,79.2
0.0,0.0
1.0,73.6
1.0,33.2
0.0,0.0
1.0,349.0
1.0,29.5
0.0,0.0
1.0,60.0
1.0,51.0
1.0,40.0
1.0,27.2
1.0,111.2
1.0,31.3
0.0,0.0
1.0,849.9
1.0,175.9
0.0,0.0
0.0,0.0
0.0,0.0
1.0,26.0
1.0,37.9
1.0,35.3
1.0,26.5
0.0,0.0
0.0,0.0
1.0,99.3
1.0,148.5
1.0,42.2
0.0,0.0
0.0,0.0
1.0,43.3
0.0,0.0
0.0,0.0
1.0,18.1
1.0,84.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,30.1
0.0,0.0
1.0,18.4
1.0,167.7
0.0,0.0
1.0,19.1
1.0,42.7
0.0,0.0
1.0,329.4
1.0,20.4
0.0,0.0
1.0,32.8
0.0,0.0
1.0,62.7
0.0,0.0
0.0,0.0
1.0,36.4
0.0,0.0
0.0,0.0
0.0,0.0
1.0,22.8
1.0,61.7
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,194.1
1.0,53.7
1.0,29.6
1.0,66.1
1.0,122.2
0.0,0.0
1.0,77.7
1.0,36.9
0.0,0.0
1.0,20.4
1.0,36.5
0.0,0.0
1.0,19.9
1.0,148.6
1.0,42.4
1.0,35.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,15.4
1.0,23.1
0.0,0.0
1.0,127.3
1.0,75.9
1.0,41.2
1.0,68.0
0.0,0.0
1.0,317.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,40.9
1.0,19.4
0.0,0.0
0.0,0.0
1.0,42.3
1.0,29.4
1.0,37.6
1.0,66.2
1.0,52.6
1.0,51.9
1.0,22.3
1.0,26.3
0.0,0.0
1.0,25.6
1.0,22.1
1.0,102.3
1.0,22.6
1.0,120.4
0.0,0.0
0.0,0.0
0.0,0.0
1.0,55.2
1.0,161.5
0.0,0.0
1.0,558.8
0.0,0.0
0.0,0.0
0.0,0.0
1.0,171.5
1.0,186.0
0.0,0.0
1.0,43.0
1.0,35.4
0.0,0.0
1.0,45.4
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,28.6
0.0,0.0
1.0,59.3
1.0,44.3
0.0,0.0
0.0,0.0
0.0,0.0
1.0,26.8
0.0,0.0
0.0,0.0
1.0,127.7
1.0,15.9
1.0,31.7
0.0,0.0
1.0,42.7
0.0,0.0
0.0,0.0
0.0,0.0
1.0,35.9
0.0,0.0
1.0,43.5
1.0,60.2
0.0,0.0
0.0,0.0
1.0,49.2
0.0,0.0
0.0,0.0
0.0,0.0
1.0,107.9
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,51.2
1.0,27.0
0.0,0.0
1.0,27.3
0.0,0.0
1.0,32.2
1.0,39.0
1.0,100.8
1.0,28.2
0.0,0.0
0.0,0.0
1.0,62.0
1.0,24.6
1.0,58.2
0.0,0.0
1.0,43.7
0.0,0.0
0.0,0.0
1.0,207.2
1.0,54.9
0.0,0.0
1.0,24.4
0.0,0.0
1.0,21.2
0.0,0.0
0.0,0.0
1.0,18.9
0.0,0.0
1.0,91.7
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,180.6
1.0,38.9
0.0,0.0
0.0,0.0
0.0,0.0
1.0,20.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,81.6
1.0,71.1
1.0,28.7
0.0,0.0
1.0,46.9
1.0,57.2
1.0,192.3
0.0,0.0
1.0,101.4
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,130.2
1.0,24.7
1.0,17.7
0.0,0.0
0.0,0.0
1.0,16.5
0.0,0.0
1.0,32.6
0.0,0.0
1.0,231.5
0.0,0.0
0.0,0.0
1.0,31.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,20.8
0.0,0.0
0.0,0.0
1.0,353.5
1.0,185.9
0.0,0.0
0.0,0.0
0.0,0.0
1.0,74.2
1.0,22.2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,29.2
0.0,0.0
1.0,26.6
1.0,47.4
1.0,33.2
1.0,26.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,42.0
1.0,41.8
0.0,0.0
1.0,171.0
1.0,120.3
1.0,26.7
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,76.4
1.0,31.8
0.0,0.0
0.0,0.0
0.0,0.0
1.0,19.5
0.0,0.0
1.0,46.3
0.0,0.0
0.0,0.0
0.0,0.0
1.0,92.0
1.0,18.6
1.0,20.7
1.0,36.3
1.0,30.6
0.0,0.0
0.0,0.0
0.0,0.0
1.0,19.1
1.0,39.7
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,88.8
0.0,0.0
0.0,0.0
1.0,172.3
1.0,133.1
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,128.4
0.0,0.0
1.0,21.6
0.0,0.0
1.0,266.4
0.0,0.0
1.0,44.7
0.0,0.0
1.0,25.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,39.7
1.0,279.3
1.0,51.6
1.0,62.4
0.0,0.0
1.0,27.8
0.0,0.0
1.0,231.8
0.0,0.0
0.0,0.0
0.0,0.0
1.0,71.3
0.0,0.0
0.0,0.0
1.0,25.0
1.0,77.6
1.0,37.7
0.0,0.0
1.0,57.6
1.0,35.1
1.0,59.3
0.0,0.0
1.0,53.7
1.0,58.1
1.0,48.9
0.0,0.0
0.0,0.0
0.0,0.0
1.0,50.3
1.0,40.9
0.0,0.0
0.0,0.0
0.0,0.0
1.0,29.6
0.0,0.0
0.0,0.0
1.0,62.4
1.0,20.9
1.0,26.5
1.0,21.1
1.0,136.5
0.0,0.0
0.0,0.0
0.0,0.0
1.0,129.3
1.0,29.8
0.0,0.0
0.0,0.0
0.0,0.0
1.0,20.6
0.0,0.0
1.0,149.5
0.0,0.0
1.0,27.8
1.0,38.5
0.0,0.0
1.0,168.3
1.0,98.0
1.0,146.7
0.0,0.0
1.0,63.0
0.0,0.0
1.0,42.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,59.2
1.0,44.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,29.2
1.0,218.1
1.0,20.1
0.0,0.0
1.0,125.4
1.0,66.4
1.0,32.0
0.0,0.0
1.0,84.4
1.0,122.6
1.0,20.1
1.0,48.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,33.2
0.0,0.0
1.0,69.2
0.0,0.0
0.0,0.0
1.0,30.7
1.0,331.6
0.0,0.0
1.0,32.1
1.0,25.9
0.0,0.0
0.0,0.0
1.0,27.7
0.0,0.0
1.0,73.3
0.0,0.0
1.0,33.5
0.0,0.0
1.0,75.9
0.0,0.0
0.0,0.0
1.0,150.4
1.0,227.2
0.0,0.0
0.0,0.0
1.0,20.7
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,72.5
1.0,112.2
1.0,144.9
1.0,35.5
0.0,0.0
1.0,56.3
1.0,42.9
0.0,0.0
1.0,46.1
0.0,0.0
1.0,228.6
0.0,0.0
0.0,0.0
1.0,44.5
0.0,0.0
0.0,0.0
0.0,0.0
1.0,34.4
1.0,43.2
0.0,0.0
1.0,32.8
1.0,128.8
1.0,40.6
1.0,183.6
0.0,0.0
0.0,0.0
1.0,45.7
1.0,32.4
1.0,113.4
1.0,97.0
1.0,37.0
1.0,39.9
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,79.5
0.0,0.0
1.0,23.9
0.0,0.0
0.0,0.0
1.0,63.7
1.0,83.2
1.0,103.4
0.0,0.0
0.0,0.0
1.0,204.6
1.0,92.9
1.0,18.9
1.0,19.4
1.0,39.8
1.0,258.1
0.0,0.0
1.0,48.7
0.0,0.0
1.0,83.3
1.0,30.5
0.0,0.0
0.0,0.0
1.0,34.3
0.0,0.0
0.0,0.0
1.0,22.9
0.0,0.0
0.0,0.0
1.0,25.3
1.0,26.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,29.3
1.0,22.6
1.0,32.1
1.0,22.4
1.0,30.6
0.0,0.0
0.0,0.0
1.0,86.4
1.0,74.1
1.0,260.8
0.0,0.0
0.0,0.0
1.0,72.2
0.0,0.0
0.0,0.0
1.0,54.3
0.0,0.0
1.0,19.7
1.0,126.8
1.0,71.1
1.0,56.8
1.0,88.3
0.0,0.0
0.0,0.0
1.0,78.9
1.0,30.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,400.6
0.0,0.0
0.0,0.0
1.0,39.3
0.0,0.0
0.0,0.0
1.0,61.1
0.0,0.0
1.0,43.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,26.9
0.0,0.0
1.0,90.4
0.0,0.0
1.0,38.3
1.0,19.5
0.0,0.0
1.0,30.9
1.0,120.2
0.0,0.0
1.0,373.3
0.0,0.0
1.0,26.2
1.0,22.2
0.0,0.0
1.0,71.4
1.0,64.5
0.0,0.0
0.0,0.0
0.0,0.0
1.0,35.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,54.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,51.0
1.0,170.7
1.0,28.1
1.0,77.2
0.0,0.0
1.0,20.7
0.0,0.0
0.0,0.0
1.0,56.6
1.0,44.0
1.0,71.2
0.0,0.0
0.0,0.0
1.0,43.0
1.0,55.0
0.0,0.0
0.0,0.0
1.0,85.4
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,42.1
0.0,0.0
1.0,125.7
1.0,28.1
1.0,27.8
0.0,0.0
0.0,0.0
1.0,27.3
1.0,27.7
0.0,0.0
0.0,0.0
0.0,0.0
1.0,16.1
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,106.3
1.0,43.3
1.0,47.8
0.0,0.0
1.0,31.5
1.0,121.4
0.0,0.0
1.0,19.7
0.0,0.0
0.0,0.0
1.0,90.6
1.0,75.7
1.0,24.4
0.0,0.0
0.0,0.0
1.0,554.2
0.0,0.0
0.0,0.0
0.0,0.0
1.0,25.0
0.0,0.0
0.0,0.0
1.0,16.1
1.0,23.6
0.0,0.0
0.0,0.0
0.0,0.0
1.0,50.4
0.0,0.0
1.0,93.9
1.0,166.9
0.0,0.0
1.0,60.5
0.0,0.0
1.0,24.7
1.0,172.2
0.0,0.0
0.0,0.0
1.0,92.3
1.0,88.3
0.0,0.0
0.0,0.0
1.0,65.6
0.0,0.0
