36.8,23.0,28.3,71.0,0.0,8.8,5.0,2.0
37.8,20.0,28.7,58.0,0.0,4.2,7.0,3.0
35.1,22.0,27.8,71.0,0.0,10.3,5.0,2.0
37.0,25.0,29.4,65.0,0.0,8.8,5.0,2.0
34.5,22.0,25.0,77.0,0.0,5.7,4.0,2.0
36.2,21.0,27.7,67.0,0.0,9.5,5.0,2.0
32.2,25.0,28.4,82.0,0.0,7.8,5.0,2.0
33.6,23.0,27.1,78.0,0.0,8.4,5.0,2.0
35.9,23.0,28.9,72.0,0.0,7.4,6.0,2.0
33.3,22.0,26.8,76.0,0.0,8.0,5.0,3.0
32.8,22.0,25.4,82.0,0.0,6.8,4.0,2.0
33.9,22.0,27.6,68.0,0.0,8.1,6.0,4.0
34.2,21.0,26.5,82.0,0.0,8.0,4.0,3.0
36.0,24.0,29.1,70.0,0.0,8.5,6.0,2.0
32.3,24.0,27.1,84.0,0.0,4.5,4.0,2.0
33.8,23.0,28.1,77.0,0.0,3.9,7.0,2.0
37.0,25.0,29.4,65.0,0.0,8.8,5.0,2.0
34.8,22.0,28.1,81.0,0.0,4.0,2.0,1.0
35.6,24.0,28.1,84.0,0.0,7.0,8.0,2.0
36.6,23.0,29.3,72.0,0.0,8.8,7.0,2.0
33.6,23.0,27.4,77.0,0.0,7.5,0.0,0.0
33.8,20.0,27.9,78.0,0.0,7.3,4.0,2.0
34.3,23.0,27.9,78.0,0.0,10.2,2.0,0.0
32.6,24.0,27.6,68.0,117.4,8.0,4.0,6.0
32.2,23.0,25.3,84.0,0.0,4.2,7.0,3.0
33.6,23.0,26.9,80.0,0.0,6.0,6.0,3.0
32.0,23.0,27.6,73.0,0.0,7.3,6.0,4.0
32.3,24.0,27.1,84.0,0.0,4.5,4.0,2.0
34.9,23.0,28.2,81.0,0.0,6.3,3.0,1.0
36.1,24.0,28.6,76.0,9.3,4.0,7.0,2.0
34.6,24.0,28.7,76.0,0.0,6.3,4.0,2.0
34.8,20.0,25.7,80.0,0.0,7.1,5.0,3.0
37.0,25.0,29.4,65.0,0.0,8.8,5.0,2.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
33.2,22.0,26.3,81.0,23.2,8.0,4.0,3.0
32.0,25.0,28.2,82.0,0.0,6.5,4.0,2.0
34.0,25.0,28.5,80.0,0.0,2.6,3.0,0.0
32.0,23.0,26.5,77.0,0.0,5.1,4.0,3.0
33.2,22.0,26.5,83.0,0.0,8.0,4.0,2.0
33.7,19.0,26.1,78.0,0.0,8.0,6.0,3.0
30.3,25.0,27.2,77.0,0.0,2.9,3.0,2.0
34.1,20.0,27.5,77.0,0.0,8.0,4.0,2.0
37.8,20.0,28.7,58.0,0.0,4.2,7.0,3.0
33.6,23.0,27.4,77.0,0.0,7.5,0.0,0.0
31.4,19.0,26.5,74.0,0.0,6.3,5.0,3.0
37.0,25.0,29.4,65.0,0.0,8.8,5.0,2.0
32.5,24.0,28.1,83.0,0.0,7.5,5.0,2.0
34.1,20.0,27.5,77.0,0.0,8.0,4.0,2.0
34.2,21.0,26.5,82.0,0.0,8.0,4.0,3.0
34.7,24.0,26.2,86.0,0.5,8.0,3.0,0.0
34.1,20.0,27.5,77.0,0.0,8.0,4.0,2.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
35.9,23.0,28.9,72.0,0.0,7.4,6.0,2.0
32.5,24.0,28.1,83.0,0.0,7.5,5.0,2.0
33.7,22.0,26.5,84.0,4.3,6.7,5.0,2.0
34.8,21.0,27.8,79.0,0.0,7.3,4.0,1.0
34.8,22.0,28.1,81.0,0.0,4.0,2.0,1.0
34.1,20.0,27.5,77.0,0.0,8.0,4.0,2.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
33.8,23.0,27.3,75.0,0.0,7.5,4.0,1.0
36.0,24.0,29.1,70.0,0.0,8.5,6.0,2.0
32.8,24.0,27.6,83.0,0.6,5.0,4.0,3.0
34.8,21.0,27.8,79.0,0.0,7.3,4.0,1.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
32.5,24.0,28.1,83.0,0.0,7.5,5.0,2.0
31.7,22.0,26.6,86.0,0.0,6.5,4.0,2.0
33.7,22.0,26.5,84.0,4.3,6.7,5.0,2.0
32.0,23.0,26.5,77.0,0.0,5.1,4.0,3.0
32.6,22.0,26.2,82.0,0.0,4.7,5.0,3.0
34.4,23.0,27.6,85.0,0.0,6.3,5.0,2.0
33.4,24.0,27.4,80.0,0.0,8.0,3.0,2.0
33.6,24.0,28.3,74.0,0.0,7.7,5.0,2.0
33.6,23.0,27.4,79.0,0.0,6.5,3.0,0.0
32.6,22.0,27.3,82.0,0.0,7.0,5.0,3.0
33.2,22.0,26.5,83.0,0.0,8.0,4.0,2.0
34.3,22.0,27.5,74.0,0.0,7.7,4.0,2.0
33.7,22.0,26.5,84.0,4.3,6.7,5.0,2.0
34.1,23.0,28.4,73.0,0.0,6.0,2.0,0.0
36.2,22.0,28.4,65.0,0.0,7.5,5.0,1.0
31.6,24.0,27.8,82.0,0.0,7.3,5.0,2.0
33.3,23.0,27.3,81.0,0.0,8.0,4.0,2.0
36.1,24.0,28.6,76.0,9.3,4.0,7.0,2.0
34.4,23.0,27.2,75.0,0.0,8.0,4.0,2.0
32.4,23.0,27.6,77.0,0.0,4.6,2.0,0.0
34.8,23.0,28.6,63.0,0.0,8.6,8.0,3.0
34.2,23.2,28.3,78.0,0.0,8.0,4.0,3.0
34.7,24.0,26.2,86.0,0.5,8.0,3.0,0.0
34.8,20.0,25.7,80.0,0.0,7.1,5.0,3.0
34.1,20.0,27.5,77.0,0.0,8.0,4.0,2.0
34.8,21.0,27.8,79.0,0.0,7.3,4.0,1.0
36.8,23.0,28.3,71.0,0.0,8.8,5.0,2.0
33.6,23.0,27.4,77.0,0.0,7.5,0.0,0.0
36.2,25.0,28.9,76.0,0.0,6.0,4.0,2.0
34.9,24.0,28.4,82.0,0.0,1.6,2.0,0.0
33.8,23.0,27.3,75.0,0.0,7.5,4.0,1.0
35.0,24.0,27.7,83.0,0.0,5.0,3.0,1.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
32.9,22.0,26.9,73.0,0.0,8.0,6.0,3.0
33.6,24.2,27.3,77.0,0.0,8.0,7.0,4.0
34.2,23.0,25.9,82.0,0.0,8.0,4.0,1.0
38.2,24.0,29.9,64.0,0.0,11.4,6.0,2.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
34.9,24.0,28.4,82.0,0.0,1.6,2.0,0.0
34.4,23.0,27.6,85.0,0.0,6.3,5.0,2.0
34.6,22.0,28.1,76.0,0.0,6.3,3.0,1.0
33.6,23.0,27.4,79.0,0.0,6.5,3.0,0.0
32.4,23.0,27.6,77.0,0.0,4.6,2.0,0.0
36.0,24.0,29.1,70.0,0.0,8.5,6.0,2.0
34.1,23.0,28.4,73.0,0.0,6.0,2.0,0.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
33.4,23.0,26.8,82.0,0.0,5.0,3.0,2.0
34.7,24.0,26.2,86.0,0.5,8.0,3.0,0.0
34.4,24.0,28.1,76.0,0.0,8.0,5.0,2.0
33.2,22.0,26.5,83.0,0.0,8.0,4.0,2.0
32.9,24.0,27.9,75.0,0.3,7.3,6.0,3.0
34.6,23.0,28.7,76.0,0.0,10.5,7.0,4.0
35.0,25.0,27.0,75.0,0.0,6.2,6.0,2.0
34.6,22.0,29.1,79.0,0.0,7.8,6.0,2.0
35.0,23.0,27.9,71.0,0.0,8.4,4.0,1.0
36.5,22.0,28.1,67.0,0.0,6.4,7.0,2.0
34.6,22.0,29.1,79.0,0.0,7.8,6.0,2.0
35.4,21.0,27.1,70.0,0.0,7.0,8.0,2.0
33.2,22.0,28.0,86.0,11.8,8.0,6.0,2.0
34.2,23.0,25.9,82.0,0.0,8.0,4.0,1.0
33.0,24.0,28.2,79.0,0.0,7.9,10.0,5.0
32.9,22.0,26.9,73.0,0.0,8.0,6.0,3.0
33.5,22.0,27.5,83.0,0.0,4.7,2.0,2.0
32.4,23.0,27.6,77.0,0.0,4.6,2.0,0.0
34.2,23.0,25.9,82.0,0.0,8.0,4.0,1.0
32.6,22.0,25.3,80.0,0.0,8.0,7.0,3.0
34.8,23.0,28.6,63.0,0.0,8.6,8.0,3.0
35.2,24.0,28.0,78.0,0.0,8.0,4.0,3.0
34.6,22.0,29.1,79.0,0.0,7.8,6.0,2.0
34.7,24.0,26.2,86.0,0.5,8.0,3.0,0.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
34.8,20.0,25.7,80.0,0.0,7.1,5.0,3.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
35.4,24.0,29.0,75.0,0.0,3.2,3.0,2.0
35.2,24.0,28.0,78.0,0.0,8.0,4.0,3.0
35.8,23.0,28.8,63.0,0.0,8.8,6.0,3.0
32.2,25.0,27.9,84.0,17.0,3.8,4.0,1.0
36.8,23.0,28.3,71.0,0.0,8.8,5.0,2.0
31.7,25.0,27.6,71.0,0.0,8.0,3.0,6.0
33.0,23.0,27.1,80.0,0.0,6.5,6.0,2.0
33.9,22.0,27.6,68.0,0.0,8.1,6.0,4.0
33.6,21.0,26.6,77.0,0.0,8.0,5.0,2.0
34.6,23.0,28.7,76.0,0.0,10.5,7.0,4.0
34.9,24.0,28.4,82.0,0.0,1.6,2.0,0.0
31.0,22.0,26.8,81.0,0.0,8.0,7.0,4.0
33.2,19.0,24.9,80.0,0.0,8.0,5.0,3.0
33.2,22.0,26.5,83.0,0.0,8.0,4.0,2.0
32.4,21.0,26.1,83.0,0.0,8.0,7.0,3.0
33.2,22.0,26.5,83.0,0.0,8.0,4.0,2.0
32.7,22.0,25.4,84.0,0.0,7.0,6.0,2.0
33.8,23.0,27.8,89.0,0.0,5.8,4.0,1.0
33.2,22.0,26.9,82.0,0.0,8.0,5.0,3.0
35.4,22.4,28.5,72.0,0.0,5.0,7.0,3.0
34.2,24.0,28.1,76.0,0.0,9.3,7.0,4.0
34.2,24.0,28.1,76.0,0.0,9.3,7.0,4.0
34.6,22.0,27.7,89.0,0.0,3.5,4.0,1.0
32.8,23.0,26.2,82.0,0.0,7.0,7.0,2.0
34.4,24.0,28.1,76.0,0.0,8.0,5.0,2.0
34.2,23.0,27.3,78.0,0.0,4.7,0.0,0.0
32.6,23.0,25.1,84.0,0.0,5.3,5.0,2.0
32.6,25.0,28.1,83.0,0.0,10.8,3.0,2.0
32.0,23.0,27.6,73.0,0.0,7.3,6.0,4.0
35.0,24.0,28.6,72.0,0.0,7.0,4.0,2.0
30.3,25.0,27.2,77.0,0.0,2.9,3.0,2.0
33.4,23.4,28.2,72.0,0.0,5.7,8.0,2.0
34.1,23.0,28.4,73.0,0.0,6.0,2.0,0.0
34.8,20.0,25.7,80.0,0.0,7.1,5.0,3.0
34.1,23.0,28.6,78.0,0.0,5.6,2.0,1.0
34.2,23.0,27.3,78.0,0.0,4.7,0.0,0.0
32.6,23.0,25.1,84.0,0.0,5.3,5.0,2.0
35.4,27.0,30.4,69.0,0.0,7.9,8.0,4.0
32.0,22.0,25.3,86.0,0.0,4.9,5.0,2.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
33.2,22.0,26.5,83.0,0.0,8.0,4.0,2.0
32.4,23.0,27.6,77.0,0.0,4.6,2.0,0.0
34.4,24.0,28.0,80.0,7.5,4.5,3.0,0.0
34.3,23.0,27.9,78.0,0.0,10.2,2.0,0.0
34.2,24.0,27.7,77.0,0.0,6.4,4.0,2.0
37.8,20.0,28.7,58.0,0.0,4.2,7.0,3.0
33.4,23.0,27.7,76.0,2.0,8.0,7.0,4.0
32.8,24.0,27.1,90.0,0.0,6.0,5.0,2.0
31.6,25.0,27.3,85.0,0.0,5.0,5.0,3.0
34.2,23.0,27.6,81.0,0.0,7.8,6.0,4.0
