1.0,44.2
1.0,19.7
1.0,24.3
1.0,23.0
1.0,19.5
1.0,30.6
1.0,39.7
1.0,28.4
1.0,103.5
1.0,20.2
1.0,39.5
1.0,48.2
1.0,48.1
1.0,28.9
1.0,50.9
1.0,25.1
1.0,39.3
1.0,27.2
1.0,31.5
1.0,108.1
1.0,50.2
1.0,136.5
1.0,102.2
1.0,30.7
1.0,30.2
1.0,101.5
1.0,20.7
1.0,15.4
1.0,19.7
1.0,24.3
1.0,51.4
1.0,30.9
1.0,15.8
1.0,31.6
1.0,31.9
1.0,47.5
1.0,17.1
1.0,37.9
1.0,23.4
1.0,27.2
1.0,53.8
1.0,17.6
1.0,23.7
1.0,49.4
1.0,171.5
1.0,86.4
1.0,167.7
1.0,30.6
1.0,44.3
1.0,23.1
1.0,50.2
1.0,17.3
1.0,44.8
1.0,33.2
1.0,103.1
1.0,35.7
1.0,20.7
1.0,37.0
1.0,30.6
1.0,44.6
1.0,54.2
1.0,30.3
1.0,20.3
1.0,53.5
1.0,35.3
1.0,122.5
1.0,40.3
1.0,23.5
1.0,25.7
1.0,45.3
1.0,28.2
1.0,19.0
1.0,61.3
1.0,53.8
1.0,120.9
1.0,25.4
1.0,37.7
1.0,26.0
1.0,74.3
1.0,30.9
1.0,108.7
1.0,22.5
1.0,21.9
1.0,26.2
1.0,29.3
1.0,25.8
1.0,17.5
1.0,103.4
1.0,42.1
1.0,66.4
1.0,34.7
1.0,41.9
1.0,27.1
1.0,19.5
1.0,50.6
1.0,20.3
1.0,37.1
1.0,26.9
1.0,30.5
1.0,18.2
1.0,103.4
1.0,21.3
1.0,44.5
1.0,24.5
1.0,44.9
1.0,39.6
1.0,39.9
1.0,161.5
1.0,102.9
1.0,23.3
1.0,38.6
1.0,56.4
1.0,27.3
1.0,18.1
1.0,45.8
1.0,134.2
1.0,44.3
1.0,22.1
1.0,17.6
1.0,42.5
1.0,139.0
1.0,43.6
1.0,47.6
1.0,55.2
1.0,35.2
1.0,29.6
1.0,22.2
1.0,46.6
1.0,76.6
1.0,50.9
1.0,23.7
1.0,24.6
1.0,23.1
1.0,40.7
1.0,101.2
1.0,74.4
1.0,19.2
1.0,19.1
1.0,19.6
1.0,25.3
1.0,39.2
1.0,77.8
1.0,24.5
1.0,19.6
1.0,39.8
1.0,56.2
1.0,147.5
1.0,93.0
1.0,18.9
1.0,73.4
1.0,29.1
1.0,193.8
1.0,71.0
1.0,49.1
1.0,33.5
1.0,18.1
1.0,60.2
1.0,54.0
1.0,31.3
1.0,31.6
1.0,37.8
1.0,21.0
1.0,37.7
1.0,25.6
1.0,41.2
1.0,202.2
1.0,29.9
1.0,84.7
1.0,77.7
1.0,53.5
1.0,29.2
1.0,21.2
1.0,97.6
1.0,42.1
1.0,56.9
1.0,51.6
1.0,17.1
1.0,38.4
1.0,51.0
1.0,45.0
1.0,99.0
1.0,54.0
1.0,65.7
1.0,83.3
1.0,47.5
1.0,37.4
1.0,69.5
